"","Localidade","Variável","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020"
"574","Curiúva","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","19","19","19","19","19","19","19","19","19","19","19","19","19","19","19","19"
"575","Curiúva","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","16","16","16","16","16","16","16","16","16","19","16","19","16","19","16","16"
"576","Curiúva","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","3","3","3","3","3","3","3","3","3","0","3","0","3","0","3","3"
"577","Diamante do Norte","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"576","552","491","551","524","507","456","493","453","411","413","456","406","463","517","446","394","417","445","394","468","474","280"
"578","Diamante do Norte","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"164.673,77","218.628,62","178.581,21","196.217,28","221.713,85","191.595,36","230.502,46","237.952,35","263.549,04","213.408,00","314.824,67","352.939,78","368.585,25","520.919,97","559.058,17","575.170,87","529.739,72","634.814,25","555.410,17","691.763,30","537.208,84","751.837,61","543.677,52"
"579","Diamante do Norte","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"1,22","1,81","2,04","1,27","0,76","0,59","1,32","1,22","2,21","3,16","2,91","2,85","3,94","4,75","3,87","5,38","4,82","3,12","6,74","5,33","5,77","6,54","8,21"
"580","Diamante do Norte","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","19","19","19","19","19","19","19","19","19","19","19","19","19","19","19","19"
"581","Diamante do Norte","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","19","19","19","19","19","19","19","19","19","19","19","19","19","19","19","19"
"582","Diamante do Norte","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"583","Diamante do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"274","309","316","316","318","281","249","303","304","363","281","292","299","247","270","250","270","342","353","431","432","444","344"
"584","Diamante do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"104.233,41","113.902,14","130.161,46","139.861,97","164.186,79","153.576,59","134.185,90","161.436,32","157.100,73","208.283,12","220.512,28","194.141,61","221.904,37","199.294,11","253.652,29","286.649,93","246.189,70","294.199,16","382.891,95","381.276,31","387.497,99","387.232,08","366.236,93"
"585","Diamante do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"0,36","1,29","1,27","1,58","3,14","1,78","1,2","1,32","2,96","3,03","3,91","1,03","2,68","2,02","2,96","4,8","2,59","1,75","2,55","3,71","2,55","2,03","3,2"
"586","Diamante do Sul","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"587","Diamante do Sul","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"588","Diamante do Sul","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"589","Diamante D'Oeste","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"382","426","415","438","350","362","385","374","322","231","201","256","283","303","382","426","394","387","375","435","436","389","277"
"590","Diamante D'Oeste","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"121.587,18","153.966,96","172.380,62","175.606,27","180.368,56","205.431,47","213.887,92","196.135,32","279.244,22","210.479,09","250.967,34","245.335,04","271.321,43","318.109,56","339.061,35","597.716,37","410.297,19","438.079,71","446.498,81","547.409,98","535.038,25","535.181,09","439.072,94"
"591","Diamante D'Oeste","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"1,31","1,17","0,96","1,37","3,43","2,49","2,34","1,6","3,42","3,46","4,98","4,3","4,59","3,96","3,4","1,88","1,78","3,36","3,2","1,84","2,29","2,06","3,25"
"592","Diamante D'Oeste","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15"
"593","Diamante D'Oeste","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","13","15","13","13","13","13","13","13","15","15","15","15","15","15","15","15"
"594","Diamante D'Oeste","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","2","0","2","2","2","2","2","2","0","0","0","0","0","0","0","0"
"595","Dois Vizinhos","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"2.015","2.958","2.888","2.727","2.744","2.719","2.748","2.773","2.579","2.654","2.794","2.942","3.020","3.534","3.560","3.430","3.723","3.889","3.963","4.376","4.476","4.182","3.952"
"596","Dois Vizinhos","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"653.378,13","1.061.644,90","1.082.628,91","1.003.562,67","1.111.372,46","1.103.467,50","1.307.498,18","1.380.626,15","1.199.585,75","1.386.064,68","1.818.248,65","2.259.288,24","2.413.733,43","2.894.618,30","3.084.542,28","3.512.448,40","3.757.976,24","3.958.889,88","4.278.411,25","4.365.155,64","4.467.198,42","4.847.362,61","5.199.210,35"
"597","Dois Vizinhos","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"1,94","1,56","1,63","1,21","2","1,99","1,93","1,77","1,4","1,66","1,72","2,21","3,54","2,72","2,22","2,57","2,9","2,6","2,8","2,51","2,77","2,3","3,69"
"598","Dois Vizinhos","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","111","111","96","96","84","84","84","84","84","84","91","92","106","106","106","106"
"599","Dois Vizinhos","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","93","93","86","86","74","74","74","74","74","74","69","78","93","93","93","93"
"600","Dois Vizinhos","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","18","18","10","10","10","10","10","10","10","10","22","14","13","13","13","13"
"601","Douradina","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"446","476","510","508","615","586","547","546","592","673","707","797","787","665","735","743","823","920","631","540","570","517","458"
"602","Douradina","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"128.261,20","177.127,77","214.817,13","199.957,40","296.417,92","288.637,85","280.946,93","295.158,97","327.703,52","377.909,51","443.329,17","674.422,94","611.808,75","578.577,96","746.387,59","809.005,31","742.537,30","830.981,64","891.536,55","1.072.558,95","1.270.558,34","1.310.092,18","815.273,14"
"603","Douradina","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"2,91","4,2","1,57","1,57","1,95","2,73","0,91","2,2","2,53","2,67","1,84","1,51","2,16","2,26","2,86","3,1","3,65","2,28","3,33","5,74","4,56","4,26","4,15"
"604","Douradina","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","28","28","28","28","28","28","28","28","28","28","28","28","0","0","0","0"
"605","Douradina","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","12","12","12","19","19","19","19","19","19","19","19","19","0","0","0","0"
"606","Douradina","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","16","16","16","9","9","9","9","9","9","9","9","9","0","0","0","0"
"607","Doutor Camargo","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"636","553","522","493","545","525","590","441","445","542","527","502","568","596","441","459","485","511","355","290","279","290","354"
"608","Doutor Camargo","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"174.832,98","195.692,78","216.314,55","212.253,37","233.231,31","281.848,55","302.774,82","248.088,59","233.080,21","326.413,63","344.413,11","463.001,23","398.757,45","516.398,57","403.234,39","486.746,54","564.457,09","623.898,17","432.618,62","554.893,73","520.851,60","404.099,81","773.710,23"
"609","Doutor Camargo","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"0,63","1,81","1,92","2,43","3,49","3,24","3,05","2,49","2,25","3,32","2,28","1,39","3,17","2,85","2,72","1,96","1,86","3,52","4,51","6,9","4,3","5,17","6,78"
"610","Doutor Camargo","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","17","17","17","17","11","11","11","11","11","11","11","13","13","13","0","0"
"611","Doutor Camargo","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","17","17","17","17","11","11","11","11","11","11","11","13","13","13","0","0"
"612","Doutor Camargo","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"613","Doutor Ulysses","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"333","369","369","343","434","399","388","392","414","357","242","284","335","273","269","202","238","239","242","244","300","238","242"
"614","Doutor Ulysses","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"104.684,45","127.371,23","179.531,57","153.594,80","214.332,09","260.710,85","222.688,27","221.345,37","267.034,20","285.795,14","197.283,49","289.985,48","336.383,54","332.679,67","266.833,13","207.083,83","385.021,21","432.970,69","411.267,19","329.117,94","512.909,91","339.935,62","535.198,20"
"615","Doutor Ulysses","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"0,6","0,54","1,63","1,46","0,69","1,25","1,03","1,53","1,45","1,68","2,48","2,82","1,19","3,3","2,97","0,99","4,2","4,18","2,07","2,46","3,33","1,26","3,72"
"616","Doutor Ulysses","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"617","Doutor Ulysses","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"618","Doutor Ulysses","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"619","Enéas Marques","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"577","598","653","578","579","536","565","559","457","395","361","397","406","398","409","386","412","437","418","382","430","431","378"
"620","Enéas Marques","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"166.673,53","236.987,03","250.705,19","223.195,94","210.594,96","204.858,36","273.504,21","320.125,29","287.365,14","251.821,66","284.828,56","409.278,16","389.293,38","514.331,77","432.692,41","613.599,15","625.556,27","521.318,69","586.780,01","716.995,32","720.603,13","632.639,64","816.348,01"
"621","Enéas Marques","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"1,56","1,17","1,38","0,69","1,55","2,05","1,24","1,97","1,75","2,53","2,22","3,27","3,2","2,01","2,93","3,11","4,37","2,52","4,31","3,66","1,63","2,78","7,94"
"622","Enéas Marques","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","20","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"623","Enéas Marques","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","17","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"624","Enéas Marques","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"625","Engenheiro Beltrão","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"1.176","1.292","1.287","1.309","1.201","1.098","1.263","1.167","1.129","1.091","1.189","1.311","1.275","1.378","1.528","1.426","1.513","1.404","1.415","1.403","1.587","1.540","1.128"
"626","Engenheiro Beltrão","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"385.329,98","501.783,19","455.567,21","612.330,11","514.874,48","550.270,26","573.702,22","628.337,24","577.158,86","600.560,22","757.809,83","1.074.142,29","1.137.691,16","1.304.586,16","1.407.362,69","1.532.515,67","1.657.449,13","1.394.130,21","1.701.930,49","1.616.708,19","1.645.475,38","1.445.962,52","1.031.214,99"
"627","Engenheiro Beltrão","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"1,45","2,01","2,41","2,14","1,83","2,55","2,53","2,06","1,77","3,02","4,04","3,74","3,14","3,34","3,27","3,58","3,17","3,85","3,46","3,92","3,09","3,31","4,43"
"628","Engenheiro Beltrão","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","32","32","32","32","32","32","32","32","32","32","36","36","36","36","36","33"
"629","Engenheiro Beltrão","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","28","28","28","28","28","28","29","29","29","29","33","33","33","33","33","33"
"630","Engenheiro Beltrão","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","4","4","4","4","4","4","3","3","3","3","3","3","3","3","3","0"
"631","Entre Rios do Oeste","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"320","316","355","345","338","325","299","315","304","291","288","324","306","286","320","322","339","360","392","369","425","369","337"
"632","Entre Rios do Oeste","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"76.800,08","106.425,65","145.134,47","148.257,80","179.459,19","269.727,42","207.327,79","153.371,24","149.210,61","161.007,41","216.207,11","213.209,97","304.365,11","244.869,08","268.569,54","369.965,66","288.591,47","345.321,22","533.570,07","405.936,65","413.751,81","460.779,61","345.318,54"
"633","Entre Rios do Oeste","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"0","0,32","0,28","0,87","0,59","2,15","0,33","1,59","0,99","0,69","2,08","1,23","2,61","1,4","0,31","1,24","1,47","0,83","0,77","1,9","2,12","1,36","2,37"
"634","Entre Rios do Oeste","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","20","20","20","20","20","20","20","20","30","30","30","30","30","30","30","30"
"635","Entre Rios do Oeste","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20"
"636","Entre Rios do Oeste","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","10","10","10","10","10","10","10","10"
"637","Esperança Nova","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"81","122","87","69","104","106","99","120","85","116","108","125","141","151","178","151","206","211","181","189","223","192","127"
"638","Esperança Nova","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"24.315,03","50.500,02","44.345,57","41.343,10","61.677,61","52.083,20","68.217,48","79.163,31","52.911,55","94.645,07","176.045,86","166.534,21","221.604,92","185.109,01","213.830,48","173.164,00","236.552,35","205.413,66","207.224,39","209.969,24","280.005,59","265.044,21","160.613,71"
"639","Esperança Nova","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"0","0","1,15","2,9","1,92","1,89","2,02","2,5","1,18","1,72","5,56","6,4","1,42","4,64","4,49","3,97","6,8","2,37","2,21","2,65","3,59","2,08","3,94"
"640","Esperança Nova","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"641","Esperança Nova","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"642","Esperança Nova","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
